-3,-4,1
-3,-3,1
-3,-2,1
-3,-1,1
-3,0,1
-3,1,1
-3,2,1
-3,3,1
-3,4,1
-3,5,1
-3,6,1
-2,-4,1
-2,-3,1
-2,-2,1
-2,-1,1
-2,0,1
-2,1,1
-2,2,1
-2,3,1
-2,4,1
-2,5,1
-2,6,2
-1,-4,1
-1,-3,1
-1,-2,1
-1,-1,1
-1,0,1
-1,1,1
-1,2,1
-1,3,1
-1,4,1
-1,5,1
-1,6,2
0,-4,1
0,-3,1
0,-2,1
0,-1,1
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,2
1,-4,1
1,-3,1
1,-2,1
1,-1,1
1,0,1
1,1,1
1,2,1
1,3,1
1,4,1
1,5,2
1,6,2
2,-4,1
2,-3,1
2,-2,1
2,-1,1
2,0,1
2,1,1
2,2,1
2,3,1
2,4,1
2,5,2
2,6,1
3,-4,1
3,-3,1
3,-2,1
3,-1,1
3,0,1
3,1,1
3,2,1
3,3,1
3,4,2
3,5,2
3,6,1
4,-4,1
4,-3,1
4,-2,1
4,-1,1
4,0,1
4,1,1
4,2,2
4,3,2
4,4,2
4,5,1
4,6,1
5,-4,3
5,-3,1
5,-2,1
5,-1,1
5,0,1
5,1,3
5,2,3
5,3,1
5,4,1
5,5,3
5,6,3
6,-4,3
6,-3,1
6,-2,1
6,-1,3
6,0,3
6,1,3
6,2,3
6,3,3
6,4,3
6,5,3
6,6,3
7,-4,3
7,-3,2
7,-2,2
7,-1,4
7,0,4
7,1,2
7,2,1
7,3,3
7,4,3
7,5,3
7,6,3
8,-4,3
8,-3,1
8,-2,2
8,-1,2
8,0,1
8,1,3
8,2,3
8,3,3
8,4,3
8,5,3
8,6,3
9,-4,1
9,-3,1
9,-2,1
9,-1,3
9,0,3
9,1,1
9,2,1
9,3,3
9,4,3
9,5,1
9,6,1
10,-4,3
10,-3,1
10,-2,1
10,-1,1
10,0,1
10,1,3
10,2,3
10,3,1
10,4,1
10,5,3
10,6,3
11,-4,1
11,-3,1
11,-2,1
11,-1,3
11,0,3
11,1,3
11,2,3
11,3,3
11,4,3
11,5,3
11,6,3
12,-4,3
12,-3,1
12,-2,1
12,-1,3
12,0,3
12,1,3
12,2,3
12,3,3
12,4,3
12,5,3
12,6,3
13,-4,3
13,-3,1
13,-2,1
13,-1,1
13,0,1
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3
13,6,3
14,-4,1
14,-3,1
14,-2,1
14,-1,3
14,0,3
14,1,1
14,2,1
14,3,3
14,4,3
14,5,1
14,6,1
15,-4,1
15,-3,1
15,-2,1
15,-1,1
15,0,1
15,1,1
15,2,1
15,3,1
15,4,1
15,5,1
15,6,1
16,-4,1
16,-3,1
16,-2,1
16,-1,1
16,0,1
16,1,1
16,2,1
16,3,1
16,4,1
16,5,1
16,6,2
17,-4,1
17,-3,3
17,-2,3
17,-1,3
17,0,3
17,1,1
17,2,3
17,3,1
17,4,2
17,5,3
17,6,3
18,-4,1
18,-3,3
18,-2,3
18,-1,3
18,0,3
18,1,1
18,2,3
18,3,2
18,4,3
18,5,3
18,6,3
19,-4,3
19,-3,1
19,-2,3
19,-1,3
19,0,1
19,1,2
19,2,2
19,3,3
19,4,1
19,5,3
19,6,3
20,-4,3
20,-3,1
20,-2,3
20,-1,3
20,0,1
20,1,3
20,2,2
20,3,3
20,4,1
20,5,3
20,6,3
21,-4,1
21,-3,3
21,-2,3
21,-1,3
21,0,4
21,1,3
21,2,3
21,3,1
21,4,3
21,5,1
21,6,3
22,-4,1
22,-3,3
22,-2,3
22,-1,3
22,0,4
22,1,3
22,2,3
22,3,1
22,4,3
22,5,1
22,6,3
23,-4,1
23,-3,1
23,-2,1
23,-1,2
23,0,2
23,1,1
23,2,1
23,3,1
23,4,1
23,5,1
23,6,1
24,-4,1
24,-3,1
24,-2,2
24,-1,3
24,0,1
24,1,1
24,2,1
24,3,2
24,4,1
24,5,1
24,6,1
25,-4,6
25,-3,6
25,-2,6
25,-1,6
25,0,3
25,1,3
