-3,-18,1
-3,-17,1
-3,-16,2
-3,-15,2
-3,-14,2
-3,-13,1
-3,-12,1
-3,-11,2
-3,-10,1
-3,-9,3
-3,-8,3
-3,-7,1
-3,-6,1
-3,-5,3
-3,-4,3
-3,-3,1
-3,-2,1
-3,-1,1
-3,0,1
-3,1,1
-3,2,1
-2,-18,1
-2,-17,2
-2,-16,2
-2,-15,2
-2,-14,1
-2,-13,1
-2,-12,1
-2,-11,2
-2,-10,1
-2,-9,1
-2,-8,1
-2,-7,3
-2,-6,3
-2,-5,1
-2,-4,1
-2,-3,1
-2,-2,1
-2,-1,1
-2,0,1
-2,1,1
-2,2,1
-1,-18,2
-1,-17,2
-1,-16,2
-1,-15,1
-1,-14,1
-1,-13,1
-1,-12,1
-1,-11,2
-1,-10,1
-1,-9,3
-1,-8,3
-1,-7,3
-1,-6,3
-1,-5,3
-1,-4,3
-1,-3,1
-1,-2,1
-1,-1,1
-1,0,1
-1,1,1
-1,2,1
0,-18,2
0,-17,2
0,-16,2
0,-15,1
0,-14,1
0,-13,1
0,-12,1
0,-11,2
0,-10,1
0,-9,1
0,-8,1
0,-7,3
0,-6,3
0,-5,1
0,-4,1
0,-3,1
0,-2,1
0,-1,1
0,0,2
0,1,1
0,2,1
1,-18,2
1,-17,1
1,-16,1
1,-15,1
1,-14,1
1,-13,1
1,-12,1
1,-11,2
1,-10,1
1,-9,3
1,-8,3
1,-7,3
1,-6,3
1,-5,3
1,-4,3
1,-3,1
1,-2,1
1,-1,1
1,0,1
1,1,1
1,2,1
2,-18,2
2,-17,1
2,-16,1
2,-15,1
2,-14,1
2,-13,1
2,-12,1
2,-11,2
2,-10,1
2,-9,3
2,-8,3
2,-7,3
2,-6,3
2,-5,3
2,-4,3
2,-3,1
2,-2,1
2,-1,1
2,0,1
2,1,1
2,2,1
3,-18,2
3,-17,1
3,-16,1
3,-15,1
3,-14,1
3,-13,1
3,-12,1
3,-11,2
3,-10,1
3,-9,1
3,-8,1
3,-7,3
3,-6,3
3,-5,1
3,-4,1
3,-3,1
3,-2,1
3,-1,1
3,0,1
3,1,1
3,2,1
4,-18,2
4,-17,1
4,-16,1
4,-15,1
4,-14,1
4,-13,1
4,-12,1
4,-11,2
4,-10,1
4,-9,3
4,-8,3
4,-7,1
4,-6,1
4,-5,3
4,-4,3
4,-3,1
4,-2,1
4,-1,1
4,0,1
4,1,1
4,2,1
5,-18,2
5,-17,1
5,-16,1
5,-15,1
5,-14,1
5,-13,1
5,-12,1
5,-11,2
5,-10,1
5,-9,1
5,-8,1
5,-7,3
5,-6,3
5,-5,1
5,-4,1
5,-3,3
5,-2,3
5,-1,1
5,0,1
5,1,3
5,2,3
6,-18,2
6,-17,1
6,-16,1
6,-15,1
6,-14,1
6,-13,1
6,-12,1
6,-11,2
6,-10,1
6,-9,3
6,-8,3
6,-7,3
6,-6,3
6,-5,3
6,-4,3
6,-3,3
6,-2,3
6,-1,3
6,0,3
6,1,3
6,2,3
7,-18,2
7,-17,2
7,-16,1
7,-15,1
7,-14,1
7,-13,1
7,-12,1
7,-11,2
7,-10,1
7,-9,3
7,-8,3
7,-7,1
7,-6,1
7,-5,3
7,-4,3
7,-3,3
7,-2,3
7,-1,3
7,0,3
7,1,3
7,2,3
8,-18,2
8,-17,2
8,-16,1
8,-15,1
8,-14,1
8,-13,1
8,-12,1
8,-11,2
8,-10,1
8,-9,1
8,-8,1
8,-7,3
8,-6,3
8,-5,3
8,-4,3
8,-3,3
8,-2,3
8,-1,3
8,0,3
8,1,3
8,2,3
9,-18,1
9,-17,2
9,-16,1
9,-15,1
9,-14,1
9,-13,1
9,-12,1
9,-11,2
9,-10,1
9,-9,3
9,-8,3
9,-7,1
9,-6,1
9,-5,3
9,-4,3
9,-3,1
9,-2,1
9,-1,3
9,0,3
9,1,1
9,2,1
10,-18,1
10,-17,2
10,-16,1
10,-15,1
10,-14,1
10,-13,1
10,-12,1
10,-11,2
10,-10,1
10,-9,1
10,-8,1
10,-7,3
10,-6,3
10,-5,1
10,-4,1
10,-3,3
10,-2,3
10,-1,1
10,0,1
10,1,3
10,2,3
11,-18,1
11,-17,2
11,-16,1
11,-15,1
11,-14,1
11,-13,1
11,-12,1
11,-11,2
11,-10,1
11,-9,3
11,-8,3
11,-7,3
11,-6,3
11,-5,3
11,-4,3
11,-3,3
11,-2,3
11,-1,3
11,0,3
11,1,1
11,2,1
12,-18,1
12,-17,2
12,-16,2
12,-15,1
12,-14,1
12,-13,1
12,-12,1
12,-11,2
12,-10,6
12,-9,6
12,-8,6
12,-7,6
12,-6,6
12,-5,6
12,-4,3
12,-3,3
12,-2,3
12,-1,1
12,0,1
12,1,3
12,2,3
13,-18,1
13,-17,2
13,-16,2
13,-15,1
13,-14,1
13,-13,1
13,-12,1
13,-11,6
13,-10,6
13,-9,7
13,-8,7
13,-7,7
13,-6,6
13,-5,6
13,-4,6
13,-3,3
13,-2,3
13,-1,3
13,0,3
13,1,3
13,2,3
14,-18,1
14,-17,2
14,-16,2
14,-15,2
14,-14,1
14,-13,1
14,-12,6
14,-11,6
14,-10,7
14,-9,9
14,-8,9
14,-7,9
14,-6,9
14,-5,7
14,-4,6
