-3,-4,1
-3,-3,1
-3,-2,1
-3,-1,1
-3,0,1
-3,1,1
-3,2,1
-3,3,1
-3,4,1
-3,5,1
-3,6,1
-2,-4,1
-2,-3,1
-2,-2,1
-2,-1,1
-2,0,1
-2,1,1
-2,2,1
-2,3,1
-2,4,1
-2,5,1
-2,6,1
-1,-4,1
-1,-3,1
-1,-2,1
-1,-1,1
-1,0,1
-1,1,1
-1,2,1
-1,3,1
-1,4,1
-1,5,1
-1,6,1
0,-4,1
0,-3,1
0,-2,1
0,-1,1
0,0,2
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
1,-4,1
1,-3,1
1,-2,1
1,-1,1
1,0,1
1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
2,-4,1
2,-3,1
2,-2,1
2,-1,1
2,0,1
2,1,1
2,2,1
2,3,1
2,4,1
2,5,1
2,6,1
3,-4,1
3,-3,1
3,-2,1
3,-1,1
3,0,1
3,1,1
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
4,-4,1
4,-3,1
4,-2,1
4,-1,1
4,0,1
4,1,1
4,2,1
4,3,1
4,4,1
4,5,1
4,6,1
5,-4,1
5,-3,1
5,-2,1
5,-1,1
5,0,3
5,1,3
5,2,1
5,3,1
5,4,3
5,5,3
5,6,1
6,-4,1
6,-3,1
6,-2,3
6,-1,3
6,0,3
6,1,3
6,2,3
6,3,3
6,4,3
6,5,3
6,6,1
7,-4,1
7,-3,1
7,-2,3
7,-1,3
7,0,1
7,1,1
7,2,3
7,3,3
7,4,2
7,5,2
7,6,1
8,-4,1
8,-3,1
8,-2,1
8,-1,1
8,0,3
8,1,3
8,2,3
8,3,3
8,4,2
8,5,2
8,6,2
9,-4,1
9,-3,1
9,-2,3
9,-1,3
9,0,1
9,1,1
9,2,3
9,3,3
9,4,2
9,5,2
9,6,2
10,-4,1
10,-3,1
10,-2,1
10,-1,1
10,0,3
10,1,3
10,2,1
10,3,1
10,4,3
10,5,3
10,6,1
11,-4,1
11,-3,1
11,-2,3
11,-1,3
11,0,3
11,1,3
11,2,3
11,3,3
11,4,3
11,5,3
11,6,1
12,-4,1
12,-3,1
12,-2,3
12,-1,3
12,0,2
12,1,3
12,2,3
12,3,3
12,4,6
12,5,6
12,6,6
13,-4,1
13,-3,1
13,-2,1
13,-1,2
13,0,3
13,1,3
13,2,3
13,3,3
13,4,6
13,5,6
13,6,7
14,-4,1
14,-3,2
14,-2,3
14,-1,3
14,0,1
14,1,1
14,2,3
14,3,3
14,4,6
14,5,7
14,6,9
15,-4,2
15,-3,2
15,-2,1
15,-1,1
15,0,1
15,1,1
15,2,1
15,3,1
15,4,6
15,5,7
15,6,9
16,-4,2
16,-3,1
16,-2,1
16,-1,1
16,0,1
16,1,1
16,2,1
16,3,1
16,4,6
16,5,7
16,6,9
17,-4,3
17,-3,3
17,-2,3
17,-1,3
17,0,1
17,1,3
17,2,1
17,3,3
17,4,6
17,5,7
17,6,8
18,-4,3
18,-3,3
18,-2,3
18,-1,3
18,0,1
18,1,3
18,2,1
18,3,3
18,4,6
18,5,6
18,6,7
19,-4,1
19,-3,3
19,-2,3
19,-1,1
19,0,3
19,1,1
19,2,3
19,3,3
19,4,3
19,5,6
19,6,6
20,-4,6
20,-3,6
20,-2,6
20,-1,6
20,0,6
20,1,6
20,2,6
20,3,3
20,4,3
20,5,3
20,6,1
21,-4,6
21,-3,7
21,-2,8
21,-1,8
21,0,7
21,1,6
21,2,6
21,3,3
21,4,3
21,5,2
21,6,2
22,-4,7
22,-3,9
22,-2,9
22,-1,9
22,0,9
22,1,7
22,2,6
22,3,3
22,4,1
22,5,3
22,6,3
23,-4,8
23,-3,9
23,-2,9
23,-1,9
23,0,9
23,1,8
23,2,6
23,3,2
23,4,2
23,5,2
23,6,1
24,-4,8
24,-3,9
24,-2,9
24,-1,9
24,0,9
24,1,8
24,2,6
24,3,2
24,4,1
24,5,1
24,6,1
25,-4,7
25,-3,9
25,-2,9
25,-1,9
25,0,9
25,1,7
