(0, 0): (2, 1.4938271604938274)
(0, 1): (1, 1.5625)
(0, 2): (1, 1.6044444444444443)
(0, 3): (1, 1.6044444444444443)
(0, 4): (1, 1.9599999999999997)
(0, 5): (1, 2.3511111111111114)
(0, 6): (1, 2.5600000000000005)
(0, 7): (1, 2.777777777777778)
(0, 8): (1, 2.5600000000000005)
(0, 9): (1, 2.3511111111111114)
(0, 10): (1, 2.1511111111111108)
(0, 11): (1, 1.7777777777777777)
(0, 12): (1, 1.44)
(0, 13): (1, 1.2844444444444443)
(0, 14): (1, 1.1377777777777778)
(0, 15): (1, 1.0)
(0, 16): (1, 1.0)
(0, 17): (1, 1.0)
(0, 18): (1, 1.0)
(0, 19): (1, 1.0)
(0, 20): (1, 1.0)
(0, 21): (1, 1.0)
(1, 0): (2, 1.3611111111111114)
(1, 1): (1, 1.5625)
(1, 2): (1, 1.6900000000000002)
(1, 3): (1, 1.8225000000000002)
(1, 4): (1, 2.1025)
(1, 5): (2, 2.5600000000000005)
(1, 6): (2, 2.7224999999999997)
(1, 7): (2, 2.8899999999999997)
(1, 8): (2, 2.7224999999999997)
(1, 9): (2, 2.7224999999999997)
(1, 10): (1, 2.5600000000000005)
(1, 11): (1, 2.25)
(1, 12): (1, 1.9599999999999997)
(1, 13): (1, 1.8225000000000002)
(1, 14): (1, 1.5625)
(1, 15): (1, 1.3224999999999998)
(1, 16): (1, 1.2100000000000002)
(1, 17): (1, 1.1025)
(1, 18): (1, 1.0)
(1, 19): (1, 1.0)
(1, 20): (1, 1.0)
(1, 21): (1, 1.0)
(2, 0): (1, 1.44)
(2, 1): (1, 1.6900000000000002)
(2, 2): (1, 1.8496000000000004)
(2, 3): (2, 2.0736)
(2, 4): (2, 2.3104)
(2, 5): (2, 2.5600000000000005)
(2, 6): (2, 2.5600000000000005)
(2, 7): (2, 2.5600000000000005)
(2, 8): (2, 2.3104)
(2, 9): (2, 2.3104)
(2, 10): (2, 2.1904)
(2, 11): (2, 2.0736)
(2, 12): (2, 1.9599999999999997)
(2, 13): (1, 1.9599999999999997)
(2, 14): (1, 1.8496000000000004)
(2, 15): (1, 1.7424000000000002)
(2, 16): (1, 1.6384)
(2, 17): (1, 1.44)
(2, 18): (1, 1.2544000000000002)
(2, 19): (1, 1.1664)
(2, 20): (1, 1.0816000000000001)
(2, 21): (1, 1.0)
(3, 0): (1, 1.6044444444444443)
(3, 1): (1, 1.9599999999999997)
(3, 2): (1, 2.1904)
(3, 3): (2, 2.5600000000000005)
(3, 4): (2, 2.6895999999999995)
(3, 5): (2, 2.8223999999999996)
(3, 6): (1, 2.6895999999999995)
(3, 7): (2, 2.5600000000000005)
(3, 8): (2, 2.3104)
(3, 9): (2, 2.3104)
(3, 10): (2, 2.1904)
(3, 11): (2, 2.0736)
(3, 12): (2, 1.9599999999999997)
(3, 13): (2, 2.0736)
(3, 14): (2, 2.0736)
(3, 15): (2, 2.0736)
(3, 16): (1, 2.0736)
(3, 17): (1, 1.8496000000000004)
(3, 18): (1, 1.5376)
(3, 19): (1, 1.3456)
(3, 20): (1, 1.1664)
(3, 21): (1, 1.0)
(4, 0): (1, 1.7777777777777777)
(4, 1): (1, 2.1025)
(4, 2): (2, 2.3104)
(4, 3): (2, 2.5600000000000005)
(4, 4): (2, 2.4336)
(4, 5): (2, 2.4336)
(4, 6): (1, 2.1904)
(4, 7): (1, 1.9599999999999997)
(4, 8): (1, 1.8496000000000004)
(4, 9): (1, 1.9599999999999997)
(4, 10): (1, 1.9599999999999997)
(4, 11): (1, 1.9599999999999997)
(4, 12): (1, 1.9599999999999997)
(4, 13): (2, 2.0736)
(4, 14): (2, 2.0736)
(4, 15): (2, 2.1904)
(4, 16): (2, 2.3104)
(4, 17): (2, 2.0736)
(4, 18): (2, 1.7424000000000002)
(4, 19): (1, 1.5376)
(4, 20): (1, 1.2544000000000002)
(4, 21): (1, 1.0)
(5, 0): (1, 1.9599999999999997)
