(0, 0): (1, 1.0)
(0, 1): (1, 1.0)
(0, 2): (1, 1.0)
(0, 3): (1, 1.0)
(0, 4): (1, 1.2844444444444443)
(0, 5): (1, 1.6044444444444443)
(0, 6): (2, 1.7777777777777777)
(0, 7): (1, 1.9599999999999997)
(0, 8): (1, 2.1511111111111108)
(0, 9): (1, 1.9599999999999997)
(1, 0): (1, 1.0)
(1, 1): (1, 1.0)
(1, 2): (1, 1.0)
(1, 3): (1, 1.0)
(1, 4): (1, 1.2100000000000002)
(1, 5): (1, 1.5625)
(1, 6): (2, 1.8225000000000002)
(1, 7): (2, 2.1025)
(1, 8): (1, 2.4025000000000003)
(1, 9): (1, 2.4025000000000003)
(2, 0): (1, 1.0)
(2, 1): (1, 1.0)
(2, 2): (1, 1.0)
(2, 3): (1, 1.0)
(2, 4): (1, 1.1664)
(2, 5): (1, 1.5376)
(2, 6): (1, 1.8496000000000004)
(2, 7): (2, 2.1904)
(2, 8): (2, 2.5600000000000005)
(2, 9): (2, 2.6895999999999995)
(3, 0): (1, 1.0)
(3, 1): (1, 1.0)
(3, 2): (1, 1.0)
(3, 3): (1, 1.0)
(3, 4): (1, 1.0816000000000001)
(3, 5): (1, 1.5376)
(3, 6): (1, 1.9599999999999997)
(3, 7): (2, 2.4336)
(3, 8): (2, 2.9583999999999997)
(3, 9): (2, 3.3856)
(4, 0): (1, 1.0)
(4, 1): (1, 1.0)
(4, 2): (1, 1.0)
(4, 3): (1, 1.0)
(4, 4): (1, 1.0)
(4, 5): (1, 1.44)
(4, 6): (1, 1.9599999999999997)
(4, 7): (2, 2.5600000000000005)
(4, 8): (2, 3.24)
(4, 9): (2, 4.0)
(5, 0): (1, 1.0)
(5, 1): (1, 1.0)
(5, 2): (1, 1.0)
(5, 3): (1, 1.0)
(5, 4): (1, 1.0)
(5, 5): (1, 1.44)
(5, 6): (1, 1.8496000000000004)
(5, 7): (2, 2.3104)
(5, 8): (2, 2.8223999999999996)
(5, 9): (2, 3.3856)
(6, 0): (1, 1.44)
(6, 1): (1, 1.44)
(6, 2): (1, 1.3456)
(6, 3): (1, 1.2544000000000002)
(6, 4): (1, 1.2544000000000002)
(6, 5): (1, 1.6384)
(6, 6): (1, 1.9599999999999997)
(6, 7): (2, 2.4336)
(6, 8): (2, 2.9583999999999997)
(6, 9): (2, 3.3856)
(7, 0): (1, 1.44)
(7, 1): (1, 1.44)
(7, 2): (1, 1.3456)
(7, 3): (1, 1.2544000000000002)
(7, 4): (1, 1.2544000000000002)
(7, 5): (1, 1.6384)
(7, 6): (1, 1.8496000000000004)
(7, 7): (2, 2.1904)
(7, 8): (1, 2.5600000000000005)
(7, 9): (1, 2.8223999999999996)
(8, 0): (2, 2.0736)
(8, 1): (2, 2.0736)
(8, 2): (2, 1.7424000000000002)
(8, 3): (2, 1.6384)
(8, 4): (1, 1.6384)
(8, 5): (1, 1.8496000000000004)
(8, 6): (2, 1.9599999999999997)
(8, 7): (2, 2.4336)
(8, 8): (2, 2.6895999999999995)
(8, 9): (2, 2.8223999999999996)
(9, 0): (1, 3.3856)
(9, 1): (1, 3.3856)
(9, 2): (1, 2.6895999999999995)
(9, 3): (1, 2.3104)
(9, 4): (1, 2.1904)
(9, 5): (1, 2.3104)
(9, 6): (1, 2.0736)
(9, 7): (2, 2.4336)
(9, 8): (1, 2.8223999999999996)
(9, 9): (1, 2.9583999999999997)
(10, 0): (1, 5.017600000000001)
(10, 1): (1, 5.017600000000001)
(10, 2): (3, 3.8415999999999997)
(10, 3): (3, 3.0976)
(10, 4): (1, 2.6895999999999995)
(10, 5): (1, 2.5600000000000005)
(10, 6): (1, 2.3104)
(10, 7): (2, 2.9583999999999997)
(10, 8): (3, 3.6864)
(10, 9): (3, 4.1616)
(11, 0): (3, 5.1983999999999995)
(11, 1): (3, 5.1983999999999995)
(11, 2): (3, 3.8415999999999997)
(11, 3): (3, 3.24)
(11, 4): (1, 2.9583999999999997)
(11, 5): (1, 2.8223999999999996)
(11, 6): (2, 2.5600000000000005)
(11, 7): (3, 3.3856)
(11, 8): (1, 4.3264000000000005)
(11, 9): (1, 5.017600000000001)
(12, 0): (3, 5.9536)
(12, 1): (3, 5.9536)
(12, 2): (3, 4.494400000000001)
(12, 3): (3, 3.5343999999999998)
(12, 4): (1, 3.0976)
(12, 5): (1, 3.0976)
(12, 6): (1, 3.0976)
(12, 7): (2, 4.3264000000000005)
(12, 8): (3, 5.76)
(12, 9): (3, 6.760000000000001)
(13, 0): (1, 5.9536)
(13, 1): (1, 5.9536)
(13, 2): (3, 4.494400000000001)
(13, 3): (3, 3.5343999999999998)
(13, 4): (1, 3.0976)
(13, 5): (1, 3.0976)
(13, 6): (2, 3.0976)
(13, 7): (3, 4.3264000000000005)
(13, 8): (3, 5.76)
(13, 9): (3, 6.760000000000001)
(14, 0): (3, 4.840000000000001)
(14, 1): (3, 4.840000000000001)
(14, 2): (1, 3.8415999999999997)
(14, 3): (1, 2.9583999999999997)
(14, 4): (1, 2.5600000000000005)
(14, 5): (1, 2.8223999999999996)
(14, 6): (2, 3.0976)
(14, 7): (3, 4.3264000000000005)
(14, 8): (3, 5.76)
(14, 9): (3, 6.760000000000001)
(15, 0): (1, 4.840000000000001)
(15, 1): (1, 4.840000000000001)
(15, 2): (3, 3.8415999999999997)
(15, 3): (3, 2.9583999999999997)
(15, 4): (1, 2.6895999999999995)
(15, 5): (1, 3.0976)
(15, 6): (1, 3.3856)
(15, 7): (2, 4.6656)
(15, 8): (3, 6.1504)
(15, 9): (3, 6.969600000000001)
(16, 0): (3, 5.569599999999999)
(16, 1): (3, 5.569599999999999)
(16, 2): (1, 4.494400000000001)
(16, 3): (1, 3.24)
(16, 4): (1, 2.6895999999999995)
(16, 5): (1, 3.0976)
(16, 6): (2, 3.3856)
(16, 7): (3, 4.6656)
(16, 8): (1, 6.1504)
(16, 9): (1, 6.969600000000001)
(17, 0): (3, 6.1504)
(17, 1): (3, 6.3504000000000005)
(17, 2): (3, 5.1983999999999995)
(17, 3): (3, 3.8415999999999997)
(17, 4): (1, 3.24)
(17, 5): (1, 3.3856)
(17, 6): (2, 3.3856)
(17, 7): (3, 4.6656)
(17, 8): (3, 6.1504)
(17, 9): (3, 6.969600000000001)
(18, 0): (3, 6.1504)
(18, 1): (3, 6.3504000000000005)
(18, 2): (3, 5.1983999999999995)
(18, 3): (3, 3.8415999999999997)
(18, 4): (1, 3.24)
(18, 5): (1, 3.24)
(18, 6): (2, 3.24)
(18, 7): (3, 4.494400000000001)
(18, 8): (3, 5.9536)
(18, 9): (3, 6.760000000000001)
(19, 0): (3, 6.1504)
(19, 1): (3, 6.3504000000000005)
(19, 2): (3, 5.1983999999999995)
(19, 3): (3, 3.8415999999999997)
(19, 4): (1, 3.3856)
(19, 5): (1, 3.3856)
(19, 6): (2, 3.5343999999999998)
(19, 7): (3, 4.840000000000001)
(19, 8): (3, 6.3504000000000005)
(19, 9): (3, 6.969600000000001)
(20, 0): (1, 5.3824)
(20, 1): (1, 5.569599999999999)
(20, 2): (3, 4.494400000000001)
(20, 3): (3, 3.5343999999999998)
(20, 4): (1, 3.24)
(20, 5): (1, 2.9583999999999997)
(20, 6): (1, 3.0976)
(20, 7): (1, 4.3264000000000005)
(20, 8): (3, 5.3824)
(20, 9): (3, 5.76)
(21, 0): (3, 5.017600000000001)
(21, 1): (3, 4.840000000000001)
(21, 2): (1, 3.8415999999999997)
(21, 3): (1, 2.9583999999999997)
(21, 4): (1, 2.6895999999999995)
(21, 5): (1, 2.6895999999999995)
(21, 6): (3, 2.9583999999999997)
(21, 7): (3, 3.8415999999999997)
(21, 8): (2, 4.840000000000001)
(21, 9): (1, 5.1983999999999995)
(22, 0): (1, 5.569599999999999)
(22, 1): (1, 5.1983999999999995)
(22, 2): (3, 3.8415999999999997)
(22, 3): (3, 2.9583999999999997)
(22, 4): (1, 2.8223999999999996)
(22, 5): (1, 2.8223999999999996)
(22, 6): (1, 3.0976)
(22, 7): (1, 4.0)
(22, 8): (3, 5.017600000000001)
(22, 9): (3, 5.1983999999999995)
(23, 0): (3, 5.569599999999999)
(23, 1): (3, 5.1983999999999995)
(23, 2): (1, 4.0)
(23, 3): (1, 3.24)
(23, 4): (1, 3.3856)
(23, 5): (1, 3.6864)
(23, 6): (2, 4.0)
(23, 7): (3, 4.840000000000001)
(23, 8): (2, 6.1504)
(23, 9): (1, 6.3504000000000005)
(24, 0): (3, 5.9536)
(24, 1): (3, 5.9536)
(24, 2): (3, 4.840000000000001)
(24, 3): (3, 4.0)
(24, 4): (1, 4.1616)
(24, 5): (1, 4.1616)
(24, 6): (3, 4.3264000000000005)
(24, 7): (3, 5.3824)
(24, 8): (3, 6.760000000000001)
(24, 9): (3, 6.969600000000001)
(25, 0): (1, 6.1504)
(25, 1): (1, 6.1504)
(25, 2): (3, 5.017600000000001)
(25, 3): (3, 4.1616)
(25, 4): (2, 4.1616)
(25, 5): (2, 4.1616)
(25, 6): (3, 4.3264000000000005)
(25, 7): (3, 5.3824)
(25, 8): (3, 6.760000000000001)
(25, 9): (3, 6.969600000000001)
(26, 0): (3, 5.1983999999999995)
(26, 1): (3, 5.569599999999999)
(26, 2): (3, 4.840000000000001)
(26, 3): (3, 4.3264000000000005)
(26, 4): (2, 4.494400000000001)
(26, 5): (1, 4.494400000000001)
(26, 6): (3, 4.494400000000001)
(26, 7): (3, 5.569599999999999)
(26, 8): (3, 6.760000000000001)
(26, 9): (3, 6.760000000000001)
(27, 0): (1, 4.840000000000001)
